120 - don quixote of la mancha
2 - quixote with dona rodriguez the
2 - quixote with the bold knight
2 - rais of the brigantine and
2 - raised his eyes and saw
2 - rare adventure of the penitents
2 - rarest adventures in this book
2 - rarest adventures related in this
2 - rather of madness than of
2 - rather than of the ingenious
2 - reach together with the happily
2 - reached or could reach together
2 - reached the age of fourteen
2 - read the letter which was
2 - read to him will hear
2 - reads them will know if
2 - reads will see or what
2 - ready to die with laughter
2 - real by real and perfumed
2 - real don quixote of la
2 - reason in what he said
2 - received the order of knighthood
2 - record in this great history
2 - recovered from her swoon and
2 - red wine and brings the
2 - refinements wherewith don quixote played
2 - regarded as an adventure that
2 - related a thousand trifling matters
2 - related in this veracious history
2 - related the crafty device sancho
2 - related the discourse sancho panza
2 - related the droll way in
2 - related the grand adventure of
2 - related the novel of the
2 - related the pleasant story of
2 - related the strange and undreamt
2 - related the strange thing which
2 - related the unfortunate adventure that
2 - related to those with don
2 - related what befell don quixote
2 - related what will be seen
2 - relates his life and adventures
2 - relates how they learned the
2 - relating and belonging to this
2 - relating to this history and
2 - replied don quixote and so
2 - replied don quixote and that
2 - replied don quixote as thou
2 - replied don quixote but it
2 - replied he of the mirrors
2 - replied sancho for i have
2 - replied sancho if the truth
2 - replied sancho that your worship
2 - reply don quixote gave his
2 - reply to the doubts and
2 - resolution don quixote formed to
2 - resolved to try his hand
2 - respect of her being a
2 - rest upon the sufferings of
2 - returned don quixote for i
2 - returned to the terrace and
2 - rich prize of mambrino helmet
2 - rich together with the incident
2 - right said don quixote and
2 - right understanding of this great
2 - ringer in a safe berth
2 - road and other things that
2 - rocinante braced his buckler on
2 - rocinante by the bridle and
2 - rocinante round in order to
2 - rodriguez the duchess duenna together
2 - room on the ground floor
2 - room where there was a
2 - round in order to take
2 - run sancho my son and
2 - running its course with other
2 - saddle and the other on
2 - saddle in such a way
2 - saddle is finally settled with
2 - said at the beginning of
2 - said don lorenzo to himself
2 - said don quixote am i
2 - said don quixote and be
2 - said don quixote and do
2 - said don quixote and even
2 - said don quixote and for
2 - said don quixote and he
2 - said don quixote and if
2 - said don quixote and in
2 - said don quixote and it
2 - said don quixote and so
2 - said don quixote and what
2 - said don quixote and when
2 - said don quixote but thou
2 - said don quixote but to
2 - said don quixote do you
2 - said don quixote for it
2 - said don quixote for let
2 - said don quixote for of
2 - said don quixote for the
2 - said don quixote for this
2 - said don quixote for those
2 - said don quixote for thou
2 - said don quixote for when
2 - said don quixote i don
2 - said don quixote i know
2 - said don quixote i should
2 - said don quixote if they
2 - said don quixote if your
2 - said don quixote is it
2 - said don quixote it is
2 - said don quixote it would
2 - said don quixote let us
2 - said don quixote may be
2 - said don quixote not to
2 - said don quixote so good
2 - said don quixote that all
2 - said don quixote that it
2 - said don quixote that the
2 - said don quixote the author
2 - said don quixote there is
2 - said don quixote they will
2 - said don quixote thou hast
2 - said don quixote thou must
2 - said don quixote what a
2 - said don quixote where hast
2 - said he of the rueful
2 - said he saw in the
2 - said he to himself what
2 - said i know very well
2 - said one of the four
2 - said sancho and you will
2 - said sancho and your worship
2 - said sancho at this and
2 - said sancho but i have
2 - said sancho but i should
2 - said sancho but what has
2 - said sancho but your worship
2 - said sancho for all that
2 - said sancho for i don
2 - said sancho for i have
2 - said sancho for when i
2 - said sancho i do not
2 - said sancho i don know
2 - said sancho i mean to
2 - said sancho if your worship
2 - said sancho let your worship
2 - said sancho on hearing this
2 - said sancho panza when he
2 - said sancho so be it
2 - said sancho that i did
2 - said sancho to which the
2 - said sancho well then said
2 - said the barber is the
2 - said the curate but i
2 - said the curate for as
2 - said the curate i will
2 - said the curate it is
2 - said the damsel and i
2 - said the duchess it is
2 - said the landlord at this
2 - said the majordomo for i
2 - said the owner of the
2 - said this cardenio and the
2 - said thou shalt never see
2 - said to don quixote it
2 - said to him if you
2 - said to him is it
2 - said to him it seems
2 - said to him it was
2 - said to him look here
2 - said to him sir knight
2 - said to him tell me
2 - said to him you are
2 - said to him your worship
2 - said was true and that
2 - said what will be told
2 - saint peter add his blessing
2 - sally of our worthy knight
2 - sally the ingenious don quixote
2 - same to me whether it
2 - samson carrasco and master nicholas
2 - samson carrasco together with other
2 - sancho adopted to enchant the
2 - sancho and said to him
2 - sancho answered don quixote but
2 - sancho but i have heard
2 - sancho did as he bade
2 - sancho did the same for
2 - sancho felt a desire to
2 - sancho followed him on foot
2 - sancho for i never in
2 - sancho for it is not
2 - sancho glanced at him and
2 - sancho government and other such
2 - sancho had hardly uttered these
2 - sancho held with his master
2 - sancho i say that for
2 - sancho if the truth is
2 - sancho in making the round
2 - sancho on the road and
2 - sancho on the way to
2 - sancho opened his eyes and
2 - sancho panza and the bachelor
2 - sancho panza before he set
2 - sancho panza conducted himself in
2 - sancho panza endured in the
2 - sancho panza gives a satisfactory
2 - sancho panza government came to
2 - sancho panza had with don
2 - sancho panza his squire together
2 - sancho panza through the visit
2 - sancho panza was conducted to
2 - sancho panza well worth reading
2 - sancho panza wrote to his
2 - sancho replied don quixote that
2 - sancho returned don quixote for
2 - sancho returned don quixote it
2 - sancho said don quixote go
2 - sancho said don quixote if
2 - sancho said don quixote in
2 - sancho said don quixote let
2 - sancho said don quixote say
2 - sancho said don quixote the
2 - sancho said don quixote to
2 - sancho said don quixote where
2 - sancho said don quixote yes
2 - sancho said the duchess and
2 - sancho said the duchess for
2 - sancho said the duchess i
2 - sancho though i can tell
2 - sancho was by this time
2 - sancho was in high delight
2 - satisfactory reply to the doubts
2 - saved us the trouble of
2 - saw by the light of
2 - saw coming towards them some
2 - saw in the cave of
2 - saw in the profound cave
2 - say and will say a
2 - say behind the cross there
2 - say in answer to the
2 - say in answer to what
2 - say said don quixote that
2 - say that this is the
2 - sayest well sancho said don
2 - saying let me kiss your
2 - says he who reads them
2 - scheme together with other matters
2 - scrutiny which the curate and
2 - seated at the foot of
2 - seated himself at the head
2 - second distressed or afflicted duenna
2 - second part of the history
2 - second sally of our worthy
2 - second set of counsels don
2 - see his lady dulcinea del
2 - see how important it is
2 - see i am telling the
2 - see if there were any
2 - see my wife and children
2 - see or what he who
2 - see that what i say
2 - see what came of this
2 - see what would be the
2 - see with his own eyes
2 - see with thine own eyes
2 - seeing such a number of
2 - seeing what was going on
2 - seek to rob me of
2 - seem to me a bad
2 - seem to me to be
2 - seemed to him that he
2 - seemed to me to be
2 - seems to me said sancho
2 - seems to me that in
2 - seems to me thou art
2 - seen by a thousand signs
2 - seen in the cave of
2 - seizing him by the arm
2 - senor don alvaro tarfe i
2 - senor don diego de miranda
2 - senor don quixote for we
2 - senor don quixote to give
2 - senor replied sancho if the
2 - senor said sancho if your
2 - senora said don quixote and
2 - sensible original and tranquil colloquy
2 - servants on foot and on
2 - served by hand of dame
2 - set a higher value on
2 - set down the braying adventure
2 - set forth who the enchanters
2 - set him down as a
2 - set him down as one
2 - set of counsels don quixote
2 - set out for el toboso
2 - set out for the city
2 - set out on his journey
2 - set out to govern the
2 - set them free on the
2 - settled with other adventures that
